row,col,deg,state,res
2,1,165,3,1
2,1,26,1,-1
2,2,51,0,-1
1,15,128,2,-1
2,2,45,3,-1
1,10,135,0,1
1,16,51,2,-1
1,8,26,0,-1
2,13,36,3,-1
1,2,26,3,-1
1,17,51,3,-1
1,11,26,3,1
2,11,26,3,-1
1,6,153,2,-1
1,3,143,2,-1
1,13,51,2,-1
2,11,51,4,-1
1,13,51,3,-1
2,9,51,3,-1
2,16,45,1,-1
2,3,14,1,1
1,4,51,3,-1
2,16,36,0,-1
1,7,36,0,-1
2,5,36,2,-1
2,18,153,0,-1
1,8,165,2,-1
1,14,14,3,-1
1,16,135,2,-1
1,5,153,1,-1
1,11,14,2,1
1,2,165,2,1
2,5,51,2,-1
1,18,135,1,-1
2,3,45,0,-1
2,17,135,1,-1
2,1,14,2,1
2,9,51,4,-1
1,12,165,0,-1
1,14,36,1,-1
2,8,26,4,-1
2,17,143,2,1
2,13,36,4,-1
2,11,14,0,-1
2,3,165,3,-1
1,11,36,6,1
1,3,51,2,-1
1,17,128,1,-1
2,1,51,2,1
1,16,36,2,-1
2,7,14,0,1
2,2,128,1,1
2,10,36,6,-1
2,2,45,4,1
2,10,165,0,-1
2,9,143,0,1
2,6,165,4,-1
1,7,14,1,1
2,3,165,4,1
1,13,26,1,-1
1,11,128,1,-1
2,5,14,0,1
1,2,26,4,-1
1,1,128,2,1
1,6,51,5,1
1,11,128,2,1
2,9,51,5,-1
1,11,51,2,-1
1,14,51,5,-1
1,17,51,4,-1
2,9,51,6,1
2,13,36,5,1
2,3,51,2,-1
1,16,36,3,1
2,0,51,2,1
2,13,143,1,1
1,14,26,0,-1
2,7,153,2,-1
2,12,36,1,-1
1,16,14,4,-1
1,10,26,3,-1
1,6,153,3,-1
2,7,51,2,-1
1,19,128,0,-1
2,16,165,2,-1
2,7,165,1,-1
1,16,14,5,1
1,17,51,5,1
1,0,128,1,-1
1,18,128,4,1
2,2,51,1,-1
2,14,128,2,-1
1,5,51,3,-1
2,18,165,0,-1
2,11,26,4,1
2,5,51,3,-1
2,10,165,1,-1
2,15,26,2,-1
1,5,36,4,-1
1,2,36,5,1
1,1,165,0,-1
1,12,45,5,-1
2,9,26,1,-1
2,0,165,2,-1
1,5,51,4,1
2,11,165,5,-1
2,12,26,2,-1
1,9,153,0,-1
2,12,36,2,-1
2,4,51,0,-1
2,7,51,3,-1
2,2,14,1,1
2,4,45,1,-1
1,13,153,0,-1
2,2,26,0,-1
1,14,26,1,-1
2,13,45,3,-1
1,17,135,1,-1
2,9,45,3,-1
2,12,135,1,-1
1,12,45,6,1
2,10,36,7,1
1,6,45,1,-1
1,15,26,0,-1
2,12,165,4,-1
2,18,165,1,-1
1,12,153,0,-1
1,13,45,5,-1
1,11,14,2,-1
1,12,128,0,-1
1,6,153,4,1
1,6,26,1,-1
2,16,153,0,1
1,5,153,2,-1
2,10,26,1,-1
2,1,153,2,-1
1,10,26,4,1
1,9,36,4,-1
2,6,45,3,-1
1,12,165,1,-1
1,13,26,2,1
1,17,165,4,-1
1,8,153,2,-1
2,11,153,1,1
2,11,51,5,-1
2,14,51,3,-1
1,8,51,5,-1
2,16,51,4,-1
1,8,45,2,-1
1,12,153,1,1
2,14,45,6,1
2,15,14,1,-1
2,16,51,5,-1
1,13,51,4,-1
1,16,51,3,-1
1,13,51,5,-1
2,11,36,2,-1
2,12,51,6,-1
1,15,51,6,1
1,9,51,6,1
2,12,51,7,-1
2,15,51,3,-1
1,14,51,6,1
2,18,51,2,-1
2,7,141,1,1
1,2,158,0,-1
2,10,30,1,-1
1,1,21,1,-1
1,1,168,0,-1
2,18,38,0,-1
1,6,38,0,-1
1,3,149,0,-1
2,17,21,0,1
1,16,30,1,-1
2,9,149,0,-1
1,11,168,0,-1
1,11,141,0,1
2,16,141,0,-1
1,15,38,0,-1
2,4,149,1,-1
1,11,168,1,-1
2,1,149,0,-1
1,18,11,0,-1
2,12,11,1,-1
1,1,149,0,-1
1,17,168,2,-1
1,5,11,0,-1
2,2,11,0,1
1,8,45,3,-1
1,10,158,0,-1
1,10,21,1,-1
1,12,168,1,-1
2,6,141,1,1
2,12,45,7,1
1,11,45,4,-1
2,13,45,4,-1
1,10,11,5,-1
1,11,21,0,-1
2,17,141,1,-1
2,3,168,0,1
2,16,45,2,-1
1,5,30,1,-1
2,18,168,0,-1
2,17,11,2,-1
1,10,168,2,1
1,2,168,0,-1
1,3,149,1,-1
1,8,141,0,-1
1,17,38,1,-1
1,1,149,1,-1
2,1,141,2,-1
2,2,11,0,-1
1,17,38,2,-1
2,8,30,2,-1
2,5,21,0,-1
1,0,158,0,-1
1,5,158,0,-1
1,3,149,2,-1
1,9,149,1,-1
2,18,149,1,-1
2,6,11,0,-1
2,2,38,1,-1
1,8,149,0,-1
2,7,168,0,-1
1,10,11,6,1
2,5,135,1,1
1,10,141,0,1
1,15,141,1,-1
2,3,11,1,1
1,7,168,0,1
1,6,11,1,-1
1,11,38,0,-1
1,9,21,0,-1
2,12,11,2,-1
2,12,149,0,1
1,9,158,0,-1
2,5,45,5,1
2,8,158,2,-1
1,5,30,2,-1
2,5,21,1,-1
2,6,158,0,-1
1,1,168,1,1
2,8,45,5,-1
1,18,38,2,-1
2,1,141,3,1
2,8,149,0,-1
1,3,168,0,1
1,3,21,0,-1
2,5,158,3,-1
1,18,158,0,-1
2,10,45,7,-1
2,14,30,0,-1
2,8,45,6,1
2,17,30,0,-1
1,13,141,0,-1
1,0,11,0,-1
2,9,11,1,-1
1,14,38,0,-1
1,9,30,2,-1
1,1,141,0,-1
2,13,141,0,-1
1,8,141,1,1
1,8,168,0,-1
1,7,38,0,-1
1,9,30,3,-1
2,11,38,1,-1
1,4,38,0,-1
2,0,38,2,-1
2,6,158,1,-1
1,8,168,1,1
1,7,30,0,-1
1,11,11,1,-1
1,11,30,1,-1
2,0,21,2,-1
2,8,11,2,-1
1,9,38,1,-1
2,8,38,2,-1
1,13,11,0,-1
2,18,38,1,-1
2,17,11,3,-1
1,14,11,0,-1
1,6,30,0,-1
2,3,30,0,-1
1,7,30,1,-1
1,12,30,0,-1
2,6,21,0,-1
2,6,168,1,-1
2,0,158,0,-1
1,5,141,1,-1
2,13,158,0,-1
1,6,168,0,1
1,12,11,0,-1
2,16,21,1,1
2,6,45,4,-1
1,15,38,1,-1
1,18,168,1,-1
1,8,149,1,-1
1,16,45,4,-1
2,0,30,2,-1
1,10,30,1,-1
2,0,30,3,-1
1,5,149,1,-1
2,6,158,2,-1
1,5,38,0,-1
1,3,149,3,-1
1,4,21,1,-1
1,14,38,1,-1
1,6,11,2,-1
2,15,38,0,-1
2,3,30,1,-1
1,7,21,0,-1
2,5,168,1,-1
2,8,30,3,-1
1,2,30,1,-1
2,9,30,2,-1
1,2,21,0,-1
2,11,11,0,-1
2,10,168,1,-1
1,13,45,6,1
2,1,11,0,1
1,11,45,5,-1
1,13,11,1,-1
1,9,21,1,-1
1,15,158,1,-1
2,11,30,3,-1
2,7,11,0,-1
1,17,158,1,1
1,7,30,2,-1
2,2,38,2,-1
2,18,30,0,-1
2,7,11,1,-1
2,14,168,3,-1
1,8,45,4,-1
2,15,45,5,1
1,15,30,1,-1
1,17,149,1,1
1,13,149,0,1
1,8,149,2,1
1,4,149,1,-1
1,8,30,1,-1
1,9,30,4,-1
2,4,45,2,-1
1,16,168,1,-1
1,2,11,0,-1
2,9,168,1,-1
2,12,11,3,-1
1,15,168,0,-1
2,3,45,1,-1
2,12,30,1,-1
1,5,30,3,-1
2,5,30,1,-1
2,1,38,1,-1
1,15,45,2,-1
1,4,45,2,-1
2,18,141,1,-1
2,3,21,0,-1
1,11,149,0,-1
1,17,30,2,1
2,5,141,1,1
2,17,141,2,-1
1,1,149,2,-1
1,8,45,5,-1
1,10,149,0,-1
1,4,45,3,-1
2,12,135,2,1
2,13,45,5,-1
1,7,30,3,-1
1,0,38,0,-1
2,11,38,2,-1
1,13,30,1,-1
1,7,141,0,-1
1,13,158,0,-1
2,15,21,0,-1
1,1,21,2,-1
1,15,11,0,-1
1,17,45,3,-1
2,0,38,3,-1
1,-1,45,7,-1
2,-1,45,1,-1
2,-1,45,2,-1
2,-1,45,3,-1
2,-1,45,4,-1
2,-1,45,5,-1
2,-1,45,6,-1
2,-1,45,7,-1
2,-1,45,0,-1
2,6,146,0,-1
2,18,59,0,-1
2,6,120,0,1
2,1,126,0,-1
1,7,53,0,-1
1,17,45,4,1
1,3,45,3,-1
1,18,33,0,-1
2,15,33,0,-1
2,16,33,0,-1
2,7,18,0,-1
2,7,59,0,-1
2,11,146,0,1
2,10,146,0,1
1,12,146,0,1
1,11,146,0,1
1,8,53,0,-1
2,12,146,0,1
1,15,146,0,1
2,10,120,0,-1
1,2,45,2,-1
1,11,161,0,-1
1,6,45,2,-1
1,12,33,0,-1
1,1,18,0,-1
2,7,120,0,-1
2,12,18,0,1
1,12,53,0,-1
1,7,146,0,-1
1,18,59,0,-1
2,13,59,0,-1
2,15,53,0,-1
1,13,53,0,-1
1,9,146,0,-1
2,18,120,0,-1
2,16,18,0,1
1,12,120,0,-1
2,7,18,1,-1
1,18,161,0,-1
2,3,59,0,-1
2,4,135,1,1
2,12,59,0,-1
1,10,120,0,-1
1,4,59,0,-1
2,17,120,0,-1
2,13,18,0,1
1,12,59,0,-1
2,10,126,0,-1
2,0,126,0,-1
2,18,53,0,-1
2,7,59,1,-1
2,15,120,0,-1
1,12,18,0,1
2,1,126,1,1
2,17,53,0,-1
1,1,126,0,-1
2,18,53,1,-1
2,7,59,2,-1
2,15,120,1,-1
1,0,120,0,-1
2,16,59,0,-1
2,9,53,0,-1
1,14,120,0,-1
1,4,45,4,-1
2,18,146,0,-1
2,4,146,0,-1
2,15,33,1,-1
1,15,33,0,-1
1,16,33,0,-1
2,18,33,0,-1
2,18,146,1,-1
2,17,146,0,-1
1,6,161,0,-1
1,4,161,0,-1
2,0,18,0,-1
2,2,18,0,-1
2,4,18,0,-1
1,8,53,1,-1
1,10,126,0,-1
2,9,53,1,-1
1,9,126,0,-1
1,10,53,0,-1
2,7,126,0,1
2,11,53,0,-1
1,7,126,0,1
1,11,53,0,-1
1,12,53,1,-1
1,6,126,0,1
2,13,53,0,-1
1,5,126,0,1
2,14,53,0,-1
1,4,126,0,1
1,14,53,0,-1
2,3,126,0,-1
1,15,53,0,-1
1,2,126,0,-1
2,17,53,1,-1
1,1,126,1,-1
2,18,53,2,-1
1,8,120,0,-1
2,1,120,0,-1
1,4,146,0,-1
2,16,59,1,-1
1,18,45,4,1
2,3,45,2,-1
2,17,45,5,1
1,3,45,4,-1
1,5,45,5,1
1,6,135,2,-1
2,0,161,0,-1
2,16,59,2,-1
2,15,33,2,-1
2,0,146,0,-1
2,15,33,3,-1
2,7,53,0,-1
2,17,120,1,-1
1,2,120,0,-1
2,13,59,1,-1
1,9,120,0,-1
2,1,33,0,-1
2,2,33,0,-1
1,2,33,0,-1
2,5,33,0,-1
1,4,33,0,-1
2,7,33,0,-1
2,8,33,0,-1
1,7,33,0,-1
1,8,33,0,-1
2,11,33,0,-1
2,12,33,0,-1
2,13,33,0,-1
2,14,33,0,-1
1,14,33,0,-1
2,16,33,1,-1
1,16,33,1,-1
1,17,33,0,-1
1,18,33,1,-1
2,17,146,1,-1
2,2,126,0,-1
2,14,33,1,-1
1,6,18,0,-1
1,15,33,1,-1
1,3,33,0,-1
2,6,33,0,-1
2,7,33,1,-1
1,6,33,0,-1
2,9,33,0,-1
1,8,33,1,-1
2,10,33,0,-1
1,3,120,0,1
2,2,146,0,-1
1,11,120,0,-1
2,5,59,0,-1
1,10,126,1,1
2,9,53,2,-1
2,8,126,0,-1
1,10,53,1,-1
1,18,33,2,1
1,12,45,6,-1
1,0,135,1,-1
2,14,53,1,-1
1,11,45,6,-1
1,8,59,0,-1
2,3,161,0,-1
1,14,59,0,-1
1,15,33,2,-1
2,2,146,1,-1
2,11,59,0,-1
1,11,120,1,-1
1,0,59,0,-1
1,16,59,0,-1
2,16,161,0,-1
1,0,135,2,-1
1,9,33,0,-1
2,1,161,0,-1
2,8,53,0,-1
1,15,45,3,-1
2,3,53,0,-1
1,15,126,0,-1
2,5,33,1,-1
1,6,18,1,-1
2,9,59,0,-1
2,16,126,0,-1
1,14,59,1,-1
2,19,146,0,-1
2,5,126,0,1
1,11,59,0,-1
1,15,161,0,-1
1,1,120,0,-1
1,14,59,2,-1
2,7,120,1,1
1,3,18,0,-1
2,8,18,0,-1
1,8,45,6,1
1,5,146,0,-1
2,14,120,0,-1
1,5,59,0,-1
2,15,126,0,-1
2,3,53,1,-1
2,2,33,1,-1
2,11,59,1,-1
1,16,161,0,-1
2,8,120,0,-1
2,7,59,3,-1
1,15,120,0,-1
1,0,59,1,-1
1,7,53,1,-1
1,12,161,0,-1
2,8,120,1,1
2,0,53,0,-1
2,4,161,0,-1
2,12,126,0,-1
2,2,53,0,-1
1,16,126,0,-1
1,3,53,0,-1
2,14,126,0,-1
2,5,53,0,-1
2,13,126,0,-1
2,0,120,0,-1
1,9,126,1,1
2,4,161,1,-1
1,6,161,1,-1
2,4,161,2,-1
1,11,120,2,1
2,18,126,0,-1
2,1,53,0,-1
2,18,146,2,1
1,4,33,1,-1
1,5,33,0,-1
2,7,33,2,-1
1,6,33,1,-1
2,9,33,1,-1
2,10,161,0,-1
2,3,146,0,-1
2,2,146,2,-1
2,11,161,0,-1
2,0,33,0,-1
1,11,59,1,-1
1,14,120,1,-1
1,8,33,2,-1
2,9,18,0,-1
2,12,59,1,-1
2,16,59,3,-1
1,9,120,1,1
2,7,161,0,-1
2,4,161,3,-1
2,8,126,1,1
1,7,18,0,-1
2,19,161,0,-1
2,0,59,0,-1
1,10,120,1,-1
1,4,59,1,-1
1,10,161,0,-1
2,14,33,2,-1
2,15,33,4,1
1,14,33,1,-1
1,5,146,1,-1
2,9,59,1,-1
1,16,161,1,-1
1,0,120,1,-1
1,7,161,0,-1
1,9,18,0,1
2,10,53,0,-1
2,16,45,3,-1
2,8,33,1,-1
1,6,45,3,-1
1,12,161,1,-1
1,4,146,1,-1
2,18,45,4,-1
2,6,33,1,-1
1,4,18,0,-1
1,16,45,5,1
1,18,135,2,-1
2,6,59,0,-1
2,18,53,3,-1
1,18,18,0,-1
1,17,161,0,-1
1,8,126,0,-1
2,11,53,1,-1
2,12,53,0,-1
1,12,53,2,-1
1,0,126,0,1
1,12,53,3,-1
2,4,126,0,1
2,14,53,2,-1
1,14,53,1,-1
1,15,53,1,-1
2,2,126,1,1
1,15,53,2,-1
1,16,53,0,-1
1,17,53,0,-1
1,1,126,2,1
2,4,161,4,-1
1,4,33,2,-1
2,10,59,0,-1
2,15,161,0,-1
2,0,33,1,-1
1,14,18,0,1
2,8,146,0,-1
2,10,161,1,-1
1,6,120,0,1
1,8,59,1,-1
2,18,120,1,-1
2,12,59,2,-1
2,-1,33,0,1
2,9,146,0,1
1,17,59,0,-1
1,4,120,0,1
1,10,59,0,-1
1,3,59,0,-1
1,18,120,0,-1
2,12,59,3,-1
2,7,146,0,-1
2,17,135,2,-1
2,0,59,1,-1
2,5,146,0,-1
1,5,146,2,1
1,16,59,1,-1
1,12,33,1,-1
2,3,18,0,-1
1,15,146,0,-1
1,14,146,0,1
1,12,30,1,-1
1,0,11,1,-1
1,14,168,1,-1
2,0,38,4,1
1,4,11,0,-1
2,10,168,2,-1
1,13,30,2,-1
1,6,149,1,-1
2,0,30,4,-1
2,0,21,3,-1
2,10,158,0,-1
2,15,11,2,-1
2,6,149,1,-1
2,9,38,1,-1
2,17,168,0,-1
2,9,21,3,1
2,13,149,0,1
2,9,149,1,1
2,4,149,2,-1
2,11,168,0,-1
1,7,158,0,-1
2,4,21,0,-1
2,14,30,1,-1
1,2,158,1,-1
2,3,149,0,-1
2,3,141,0,-1
1,2,45,3,-1
2,18,45,5,-1
1,0,38,1,-1
1,4,141,0,-1
2,15,141,1,-1
2,16,38,0,-1
2,4,30,1,-1
1,8,30,2,-1
2,15,30,1,-1
1,18,38,3,1
2,7,11,2,1
2,6,168,2,1
1,2,11,1,-1
2,15,30,2,-1
1,18,149,0,-1
2,2,149,0,-1
2,5,168,2,1
2,7,11,2,-1
1,11,30,2,-1
2,18,149,2,1
2,14,149,0,1
1,11,149,1,1
2,5,149,1,-1
1,1,149,3,-1
1,1,21,3,-1
2,7,158,2,-1
2,9,30,3,-1
2,9,11,2,-1
2,17,149,0,-1
1,4,11,1,-1
2,12,141,1,1
1,3,158,0,-1
1,14,158,2,1
2,1,158,0,-1
1,6,30,1,-1
2,7,21,0,-1
1,11,38,1,-1
1,5,30,4,-1
1,9,11,0,-1
1,14,11,1,-1
1,3,141,1,-1
2,6,149,2,1
1,16,168,2,-1
1,16,149,0,1
1,13,158,1,-1
1,9,11,1,-1
2,14,30,2,-1
2,16,11,0,-1
2,17,168,1,-1
1,11,11,2,-1
2,17,168,2,-1
1,9,38,2,-1
2,9,30,4,-1
1,5,11,1,-1
1,17,141,0,-1
2,10,38,0,-1
2,4,38,2,-1
1,2,141,1,-1
1,7,149,0,-1
1,15,38,2,-1
1,3,21,1,-1
2,0,141,1,-1
2,0,141,2,-1
2,0,141,3,-1
2,0,141,4,-1
2,0,141,5,-1
2,0,141,6,-1
1,0,141,1,-1
1,0,141,2,-1
1,0,141,3,-1
2,0,141,7,-1
1,0,141,4,-1
1,0,141,5,-1
2,0,141,0,1
2,9,11,3,1
1,1,141,1,-1
2,10,141,0,1
2,17,30,1,-1
1,16,11,1,-1
1,1,141,2,-1
2,16,158,0,-1
1,1,11,2,1
1,9,30,5,1
1,3,11,1,-1
2,15,158,0,-1
1,14,11,2,-1
2,11,21,1,-1
1,15,168,1,-1
2,15,38,1,-1
2,17,135,3,-1
1,4,30,0,-1
2,4,38,3,-1
2,5,158,4,-1
2,5,21,2,-1
1,13,158,2,-1
2,18,45,6,-1
1,6,158,1,-1
1,1,21,4,-1
2,1,21,1,-1
2,6,11,1,-1
1,12,168,2,1
2,-1,30,0,1
2,8,149,1,1
1,5,149,2,-1
2,6,11,2,1
1,8,45,6,-1
1,6,135,3,-1
1,18,135,3,-1
2,5,158,5,1
2,14,158,1,1
2,16,38,1,-1
1,1,30,0,-1
2,8,38,3,-1
2,4,149,3,1
2,17,30,2,-1
1,11,11,3,-1
2,8,30,4,-1
1,7,38,1,-1
2,3,38,0,-1
1,18,11,1,-1
2,0,30,5,1
1,2,30,2,-1
2,9,30,5,-1
1,2,149,1,-1
2,4,30,2,-1
2,10,30,2,-1
1,14,30,0,-1
1,15,45,4,-1
1,3,45,5,1
2,2,149,1,-1
2,8,141,0,1
2,15,11,3,-1
2,11,30,4,-1
1,19,141,0,-1
2,15,30,3,-1
2,18,30,1,-1
2,2,149,2,-1
2,4,158,1,-1
2,3,21,1,-1
1,14,11,3,-1
2,0,158,1,-1
1,9,38,3,-1
1,7,30,4,-1
1,1,30,1,-1
1,2,149,2,-1
2,4,30,3,-1
2,10,30,3,-1
2,15,30,4,1
1,6,11,3,-1
2,17,38,2,-1
2,12,38,1,-1
2,7,38,0,-1
2,2,38,3,-1
1,4,141,1,-1
2,11,30,5,1
2,3,21,2,-1
2,2,141,1,-1
2,12,30,2,-1
1,12,30,2,-1
1,18,30,1,-1
1,5,149,3,1
1,6,11,4,1
2,15,11,4,-1
1,9,21,2,1
1,15,45,5,1
1,1,141,3,1
1,14,168,2,-1
1,12,11,1,-1
2,12,30,3,-1
2,3,158,0,-1
2,3,21,3,-1
1,3,149,4,1
2,13,38,0,-1
1,4,30,1,-1
2,18,11,0,-1
2,18,30,2,1
2,5,149,2,1
1,16,141,1,-1
2,17,38,3,-1
1,17,38,3,-1
1,16,11,2,-1
1,0,135,3,1
2,15,135,3,1
1,1,30,2,-1
2,18,45,7,-1
2,18,38,2,-1
2,8,11,3,1
2,15,38,2,-1
2,14,168,4,-1
2,3,21,4,-1
1,9,158,1,-1
2,11,141,0,1
1,8,30,3,-1
1,0,30,0,-1
2,17,168,3,-1
2,18,11,1,-1
1,7,141,1,1
1,13,141,1,1
2,16,45,4,-1
1,5,38,1,-1
2,12,38,2,-1
2,14,168,5,1
1,12,11,2,-1
2,4,21,1,-1
1,8,30,4,-1
1,0,30,1,-1
1,1,21,5,1
2,14,141,0,-1
2,18,38,3,1
1,16,30,2,1
1,6,38,1,-1
2,17,30,3,1
1,1,149,4,-1
1,17,168,3,-1
2,9,141,0,1
2,7,158,3,-1
2,18,168,1,-1
1,11,11,4,-1
1,3,141,2,-1
1,18,149,1,1
1,9,158,2,-1
2,3,45,3,-1
2,14,158,1,-1
1,2,11,2,1
2,7,141,1,-1
1,7,38,2,-1
1,8,38,3,-1
1,7,38,3,-1
1,4,38,1,-1
1,11,38,2,-1
1,6,38,2,-1
1,0,38,2,-1
1,7,158,1,-1
2,2,141,2,-1
2,13,21,0,-1
2,2,21,1,-1
2,4,141,1,1
1,11,158,0,-1
2,13,11,1,-1
1,14,38,2,-1
2,6,21,1,-1
2,4,141,1,-1
1,17,141,1,-1
2,17,38,4,1
1,3,21,2,-1
2,4,158,2,-1
2,9,30,6,1
1,1,38,2,-1
1,13,38,1,-1
1,0,30,2,-1
2,17,11,4,-1
1,14,11,4,-1
2,5,38,2,-1
1,9,141,0,1
2,16,45,5,1
2,4,45,3,-1
2,19,135,1,-1
2,19,135,2,-1
1,19,135,0,-1
2,19,135,3,-1
1,19,135,1,-1
2,19,135,4,-1
2,19,135,5,-1
2,19,135,6,-1
1,19,135,2,-1
2,19,135,7,1
1,2,30,3,-1
1,9,11,2,-1
1,12,45,7,1
1,8,38,4,-1
2,10,11,1,-1
1,13,168,0,-1
1,6,135,4,-1
1,10,149,1,1
1,4,141,2,1
2,7,168,1,-1
1,2,149,3,-1
1,11,30,3,-1
2,15,149,1,1
1,7,149,1,-1
2,0,149,0,-1
2,7,168,2,1
2,2,149,3,-1
2,16,30,1,-1
1,3,141,3,1
1,17,141,2,1
1,14,38,3,-1
1,5,21,1,-1
2,2,11,1,1
2,11,158,1,-1
2,8,168,0,-1
2,9,168,2,-1
2,16,158,1,1
2,8,168,1,-1
2,2,21,2,-1
2,8,158,3,-1
1,3,30,1,-1
1,0,38,3,-1
1,15,168,2,-1
2,5,11,1,-1
2,4,158,3,-1
1,16,135,3,1
2,1,38,2,-1
2,18,141,2,-1
1,10,30,2,-1
