row,col,deg,state,res
1,12,30,3,-1
2,15,45,5,-1
1,13,168,1,-1
1,13,158,3,1
1,7,30,5,-1
2,8,168,2,-1
2,6,158,3,-1
1,16,141,2,1
2,13,38,1,-1
2,11,21,2,-1
1,14,11,5,-1
1,4,158,1,-1
2,10,158,1,-1
2,8,38,4,-1
2,3,38,1,-1
2,11,158,2,-1
1,10,21,2,1
2,13,158,1,-1
2,18,168,2,-1
2,1,30,2,-1
1,15,149,0,1
2,3,21,5,-1
1,10,158,1,-1
2,16,149,0,-1
1,13,168,2,-1
1,13,168,3,1
2,1,30,3,-1
1,13,38,2,-1
2,11,168,1,-1
1,17,38,4,1
1,2,30,4,-1
2,7,30,0,-1
2,13,168,0,-1
2,3,168,0,-1
1,18,141,0,-1
1,1,149,5,1
1,3,30,2,-1
1,8,30,5,1
1,13,30,3,-1
1,6,135,5,-1
1,15,30,2,-1
1,16,168,3,-1
2,3,45,4,1
1,18,141,1,-1
1,13,38,3,-1
1,8,38,5,-1
2,4,38,4,-1
1,9,38,4,-1
2,7,38,1,-1
2,11,158,3,1
1,18,168,2,-1
1,2,149,4,1
2,3,30,2,-1
1,7,30,6,1
2,13,30,0,-1
1,8,11,2,-1
2,8,158,4,1
1,4,45,5,1
1,8,158,1,-1
1,15,11,1,-1
2,9,45,4,-1
2,12,158,2,1
1,9,38,5,-1
2,18,168,3,-1
2,5,21,3,-1
1,7,149,2,1
2,11,11,1,-1
1,11,158,1,-1
2,6,30,0,-1
1,3,38,2,-1
1,18,30,2,1
1,4,158,2,-1
1,2,149,4,-1
2,12,30,4,-1
2,9,38,2,-1
2,4,30,4,-1
2,10,30,4,-1
1,10,158,2,-1
1,4,21,2,-1
1,7,158,2,-1
2,10,11,2,-1
1,3,38,3,-1
1,2,168,1,1
1,14,141,1,1
1,15,11,2,-1
2,0,21,4,-1
2,9,158,1,-1
2,5,11,2,1
1,13,38,4,-1
1,3,30,3,-1
1,3,21,3,-1
2,2,141,3,1
2,17,135,4,1
1,17,135,2,-1
1,0,38,4,1
1,6,149,2,-1
1,12,11,3,-1
1,0,30,3,-1
1,12,30,4,1
2,14,38,1,-1
1,7,11,3,-1
2,8,168,3,1
2,17,11,5,-1
1,11,21,1,1
2,2,149,4,1
1,10,30,3,-1
1,16,30,2,-1
1,19,135,3,-1
1,11,45,7,1
1,1,135,2,-1
2,1,38,3,-1
2,13,168,1,-1
1,15,168,3,-1
1,5,11,2,-1
1,4,149,2,-1
1,0,30,4,-1
2,6,158,4,-1
1,1,38,3,-1
2,16,30,2,-1
1,2,30,5,-1
2,10,30,5,-1
2,1,38,4,1
1,6,135,6,-1
2,14,38,2,-1
2,7,30,1,-1
1,4,30,2,-1
1,13,38,5,1
1,7,38,4,-1
2,3,38,2,-1
2,15,141,2,1
2,12,11,4,1
1,17,168,4,1
2,18,11,2,-1
2,10,149,1,1
1,11,168,2,1
1,4,149,3,-1
2,17,141,3,1
1,5,11,3,-1
1,16,168,4,1
1,7,11,4,-1
1,7,45,3,-1
1,7,45,4,-1
1,1,158,2,-1
2,18,38,3,-1
2,1,30,4,-1
2,10,30,6,1
2,10,158,2,-1
1,7,21,1,-1
1,3,158,1,-1
1,10,38,0,-1
2,11,38,3,-1
2,2,30,0,-1
1,18,11,2,-1
1,1,158,3,-1
2,0,135,2,-1
1,6,135,7,-1
1,7,158,3,-1
2,13,141,1,1
2,13,45,6,1
2,18,168,4,-1
2,7,45,4,-1
2,0,149,1,-1
1,3,30,4,-1
1,6,135,0,1
2,6,158,5,1
2,4,21,2,-1
2,14,30,3,-1
1,10,38,1,-1
2,6,38,1,-1
1,0,141,6,-1
1,15,141,2,1
2,2,21,3,-1
1,9,149,2,1
2,18,141,3,1
2,13,38,2,-1
2,8,38,5,-1
1,1,38,4,-1
2,7,149,1,-1
1,17,45,4,-1
2,17,168,4,-1
1,6,21,0,-1
2,10,38,1,-1
1,10,38,2,-1
1,13,11,2,-1
2,10,21,1,-1
1,18,158,1,1
2,14,11,3,-1
1,3,21,4,-1
1,7,158,4,-1
1,1,135,3,1
2,15,38,3,-1
1,0,141,7,-1
2,14,30,4,1
2,10,38,2,-1
1,6,38,3,-1
2,6,38,2,-1
1,14,11,6,-1
1,3,11,2,-1
2,16,38,2,-1
1,9,38,6,-1
1,4,38,2,-1
2,1,149,1,-1
2,3,30,3,-1
2,13,30,1,-1
1,9,38,7,1
2,0,158,2,-1
2,7,158,4,1
1,0,21,0,-1
1,4,11,2,-1
1,15,168,4,1
1,2,149,5,1
1,10,30,4,-1
1,2,158,2,-1
1,7,158,5,1
2,14,11,4,-1
1,17,11,1,-1
1,0,30,5,-1
2,8,30,5,-1
2,13,30,2,-1
1,0,158,1,-1
1,6,158,2,-1
2,3,21,6,1
1,11,158,2,-1
1,5,21,2,-1
2,3,158,1,-1
2,7,11,3,1
2,9,45,5,-1
2,10,38,3,-1
2,12,21,0,-1
2,13,158,2,1
2,13,21,1,-1
2,14,158,2,1
2,10,158,3,1
2,11,21,3,1
1,9,158,3,-1
2,6,21,2,-1
1,12,38,2,-1
1,13,11,3,-1
1,13,11,4,-1
1,13,11,5,-1
2,10,21,2,-1
1,8,21,1,-1
2,13,168,2,-1
1,13,30,4,1
1,10,38,3,-1
2,15,168,1,-1
1,0,168,0,-1
2,7,141,2,-1
2,17,158,0,1
2,4,30,5,-1
1,5,30,5,-1
1,11,30,4,-1
1,7,11,5,1
1,8,158,2,-1
2,12,11,4,-1
2,4,141,2,1
2,13,38,3,-1
2,16,11,1,-1
2,17,168,5,-1
2,7,149,2,1
2,15,158,1,1
1,2,30,6,1
1,7,21,2,-1
2,13,30,3,-1
2,17,11,6,-1
2,13,45,6,-1
1,4,21,3,-1
2,9,168,3,1
2,10,11,3,-1
2,2,30,1,-1
2,17,11,7,1
2,1,30,5,1
2,6,30,1,-1
1,14,30,1,-1
2,16,149,1,1
2,18,168,5,-1
1,5,141,2,1
2,18,38,4,1
1,11,38,3,-1
1,6,38,4,-1
2,9,53,3,-1
1,11,161,1,-1
2,7,53,1,-1
1,18,126,0,-1
2,6,33,2,-1
1,5,33,1,-1
1,6,33,2,-1
2,8,33,2,-1
1,8,33,3,-1
1,9,33,1,-1
2,8,59,0,-1
1,17,59,1,-1
1,11,33,0,-1
2,3,146,1,-1
1,8,120,1,1
2,1,120,1,1
2,9,59,2,-1
1,14,53,2,-1
1,8,53,2,-1
2,16,33,2,-1
1,16,33,2,-1
1,17,33,1,-1
2,17,146,2,1
1,18,146,0,-1
1,17,146,0,-1
1,16,146,0,-1
2,14,146,0,-1
1,13,146,0,1
1,10,146,0,1
1,10,146,0,-1
1,9,146,1,1
2,8,146,1,1
2,7,146,1,1
1,8,146,0,-1
1,8,146,1,-1
1,7,146,1,-1
1,6,146,0,-1
1,5,146,2,-1
2,2,146,3,1
1,4,146,2,-1
2,1,146,0,-1
2,0,146,1,-1
1,1,146,0,-1
1,0,146,0,-1
1,7,33,1,-1
2,14,33,3,-1
1,18,146,1,-1
1,14,33,2,-1
2,16,33,3,-1
1,3,161,0,-1
1,10,161,1,-1
2,5,161,0,-1
2,4,161,5,-1
1,5,161,0,-1
1,3,161,1,-1
2,1,18,0,-1
2,3,18,1,-1
1,1,18,1,-1
1,5,53,0,-1
1,13,126,0,-1
2,5,53,1,-1
1,0,120,2,1
1,12,33,2,-1
1,15,18,0,-1
1,11,53,1,-1
2,14,53,3,-1
2,7,59,4,1
1,16,120,0,-1
2,3,146,2,-1
2,8,161,0,-1
2,0,161,1,-1
2,14,126,1,-1
2,7,18,2,1
2,6,59,1,-1
2,16,120,0,-1
2,6,59,2,-1
2,15,120,2,-1
2,7,45,5,-1
2,11,120,0,-1
1,3,59,1,-1
1,18,59,1,-1
1,3,146,0,-1
1,18,18,1,-1
1,10,18,0,1
2,14,18,0,1
1,11,18,0,1
2,15,18,0,1
1,13,18,0,1
2,17,18,0,1
1,14,18,0,-1
1,16,18,0,-1
2,5,18,0,-1
1,8,33,4,-1
2,0,126,1,-1
1,16,18,1,1
2,16,53,0,-1
2,17,161,0,-1
2,8,161,1,-1
2,10,120,1,-1
2,5,59,1,-1
2,5,18,1,-1
1,4,18,1,-1
1,6,18,2,1
2,9,18,1,-1
2,11,18,0,-1
2,4,161,6,-1
1,18,18,2,1
1,3,161,2,-1
1,15,126,1,-1
2,3,59,1,-1
1,19,120,0,-1
1,8,59,2,-1
1,13,120,0,-1
1,1,59,0,-1
2,18,59,1,-1
1,13,161,0,-1
2,8,161,2,-1
2,7,161,1,-1
2,5,161,1,-1
2,3,161,1,-1
1,4,161,1,-1
2,0,18,1,-1
1,1,161,0,-1
1,0,18,0,-1
1,2,18,0,-1
2,9,59,3,-1
2,18,120,2,-1
2,1,161,1,-1
1,12,126,0,-1
1,1,120,1,1
1,0,53,0,-1
2,3,120,0,1
1,5,120,0,1
2,5,33,2,-1
1,4,33,3,-1
1,5,33,2,-1
1,6,33,3,-1
2,9,33,2,-1
1,9,33,2,-1
1,3,18,1,-1
1,17,161,1,-1
1,5,18,0,-1
1,7,18,1,1
2,11,18,1,1
1,8,18,0,-1
1,14,18,1,1
1,15,18,1,1
2,18,18,0,-1
2,17,161,1,-1
2,16,161,1,-1
2,14,161,0,-1
1,12,59,1,-1
1,1,161,1,-1
2,10,161,2,-1
2,1,18,1,-1
2,14,146,1,1
2,9,45,6,1
2,16,33,4,1
1,15,33,3,1
2,17,33,0,-1
2,18,33,1,-1
1,17,33,2,-1
2,10,53,1,-1
1,10,53,2,-1
1,11,53,2,-1
2,12,53,1,-1
2,13,53,1,-1
1,13,53,1,-1
1,14,53,3,-1
2,3,126,1,1
2,15,53,1,-1
1,3,126,0,-1
1,16,53,1,-1
1,9,18,0,-1
2,17,18,0,-1
2,18,161,0,-1
2,16,161,2,1
1,18,161,1,-1
2,14,161,1,-1
2,12,161,0,-1
2,6,18,0,-1
1,18,161,2,-1
1,9,53,0,-1
2,18,53,4,-1
1,6,45,4,-1
2,9,53,4,-1
1,12,161,2,-1
2,1,18,2,-1
1,17,126,0,-1
2,5,18,2,-1
1,17,146,1,1
2,0,18,2,-1
1,11,161,2,-1
1,9,161,0,-1
2,4,161,7,1
2,3,161,2,-1
1,5,161,1,-1
2,0,161,2,-1
2,1,18,3,-1
1,0,18,1,-1
1,2,18,1,-1
2,9,53,5,-1
2,9,126,0,-1
1,9,53,1,-1
1,8,126,1,1
1,10,53,3,-1
2,11,53,2,-1
1,11,53,3,-1
1,12,53,4,-1
2,14,53,4,-1
1,14,53,4,-1
2,15,53,2,-1
1,3,126,1,1
2,16,53,1,-1
1,16,53,2,-1
2,17,53,2,-1
2,7,45,6,1
2,0,18,3,-1
2,14,120,1,-1
2,7,33,3,-1
2,13,33,1,-1
1,0,146,1,-1
1,9,59,0,-1
1,15,161,1,-1
2,6,18,1,-1
1,15,59,0,-1
1,17,18,0,-1
1,14,161,0,-1
1,1,59,1,-1
2,9,120,0,-1
1,4,161,2,-1
2,10,120,2,1
2,4,59,0,-1
1,18,120,1,-1
1,7,59,0,-1
1,14,120,2,-1
2,1,59,0,-1
2,6,146,1,1
1,7,146,2,1
2,15,146,0,-1
1,16,146,1,1
1,15,146,1,1
2,13,146,0,1
1,-1,33,0,1
2,4,45,4,1
2,14,11,5,1
2,16,141,1,-1
1,16,158,0,-1
1,11,38,4,-1
1,18,141,2,1
2,4,38,5,1
2,12,11,5,1
2,0,135,3,1
1,15,11,3,-1
1,15,11,4,-1
2,14,38,3,-1
1,6,149,3,1
1,4,158,3,-1
2,10,11,4,1
1,14,168,3,1
2,3,149,1,-1
2,13,168,3,-1
2,11,11,2,-1
2,18,11,3,-1
1,12,158,0,-1
1,5,30,6,-1
1,3,30,5,-1
2,16,38,3,-1
2,3,30,4,-1
1,2,158,3,-1
2,0,158,3,-1
2,2,21,4,-1
1,3,38,4,-1
2,12,21,1,-1
2,5,38,3,-1
1,11,158,3,-1
1,2,38,1,-1
2,2,158,1,-1
2,0,149,2,-1
2,15,21,1,1
2,16,11,2,-1
2,17,168,6,1
1,1,38,5,1
1,15,38,3,-1
1,8,45,7,1
2,16,30,3,1
1,4,149,4,1
2,18,168,6,-1
1,12,11,4,-1
1,6,38,5,-1
2,9,38,3,-1
2,15,11,5,-1
1,10,30,5,1
2,19,168,0,-1
1,3,21,5,1
1,8,158,3,-1
2,5,21,4,-1
1,7,149,2,-1
2,10,38,4,-1
1,18,135,4,1
1,0,30,6,1
1,4,30,3,-1
1,14,30,2,-1
1,18,11,3,-1
1,4,38,3,-1
1,8,21,2,-1
2,3,158,2,-1
1,2,141,2,-1
2,0,158,4,-1
2,10,38,5,-1
1,17,45,5,1
1,2,11,2,-1
1,18,21,0,-1
2,10,38,6,-1
1,2,141,3,1
1,7,45,5,-1
2,2,158,2,-1
2,0,149,3,-1
1,14,38,4,-1
2,12,21,2,1
1,3,38,5,1
2,15,168,2,-1
1,3,30,6,-1
1,0,149,1,-1
2,6,30,2,-1
2,3,149,2,-1
2,6,30,3,-1
1,14,30,3,1
2,7,141,3,-1
2,19,135,7,-1
1,6,45,5,1
1,18,11,4,-1
1,5,38,2,-1
1,2,158,4,-1
2,18,168,7,1
1,19,168,0,-1
1,2,11,3,1
2,3,141,1,-1
1,0,168,1,1
2,5,30,2,-1
1,8,158,4,-1
2,16,168,0,-1
1,9,11,3,-1
1,16,11,3,-1
1,3,30,7,1
2,15,11,6,1
2,11,168,2,-1
1,5,11,4,1
2,7,141,4,-1
2,13,45,7,1
1,18,168,3,-1
2,8,30,6,1
2,2,38,4,1
2,6,21,3,-1
2,0,21,5,-1
1,8,11,3,-1
2,5,149,2,-1
1,14,45,5,1
2,3,168,1,1
1,0,149,2,-1
2,9,38,4,-1
1,2,45,4,1
2,15,168,3,-1
1,8,38,6,-1
2,14,38,4,-1
2,9,38,5,-1
2,15,45,6,1
1,14,45,5,-1
2,6,45,5,1
1,6,45,5,-1
1,17,135,3,1
1,11,38,5,-1
2,3,141,2,1
1,18,141,2,-1
1,5,158,1,-1
2,12,38,3,-1
2,4,158,4,-1
2,13,11,2,-1
1,2,158,5,-1
1,18,21,1,1
2,11,11,3,-1
2,7,141,5,-1
2,7,38,2,-1
2,10,38,7,1
1,7,45,6,1
1,11,11,5,-1
1,6,38,6,-1
1,11,38,6,1
2,4,30,6,1
2,13,30,4,1
1,16,11,4,-1
2,1,21,2,-1
1,0,11,2,1
1,19,141,1,-1
2,15,38,4,-1
1,5,21,3,-1
1,5,158,2,-1
1,10,158,3,-1
1,7,38,5,-1
2,9,38,6,-1
2,12,30,5,1
2,4,21,3,-1
1,8,158,5,1
1,4,21,4,1
2,8,21,1,-1
2,11,11,4,1
2,15,38,5,1
2,14,141,1,1
2,7,141,6,-1
1,16,38,0,-1
2,12,38,4,-1
1,8,21,3,1
1,6,30,2,-1
1,15,158,2,1
1,15,11,5,-1
1,18,11,5,1
1,6,30,3,-1
2,8,38,6,-1
2,14,38,5,1
2,16,11,3,-1
2,1,149,2,-1
1,11,30,5,1
1,12,11,5,-1
2,7,38,3,-1
2,2,141,3,-1
2,1,158,1,-1
1,2,158,6,-1
2,13,11,3,-1
1,7,38,6,-1
1,4,158,4,-1
1,5,30,7,1
1,12,158,1,-1
1,8,11,4,-1
2,9,45,6,-1
1,17,11,2,-1
2,13,168,4,-1
2,4,158,5,1
1,4,30,4,-1
1,9,11,4,-1
2,8,21,2,-1
2,2,158,3,-1
1,6,158,3,-1
2,6,135,0,-1
1,3,45,5,-1
2,17,149,1,1
2,7,141,7,-1
1,12,158,2,-1
1,18,168,4,-1
1,4,168,0,1
2,-1,11,0,1
2,14,141,1,-1
1,11,158,4,1
2,2,30,2,-1
1,10,158,4,1
2,10,21,3,1
2,2,158,4,-1
2,13,11,4,-1
1,3,11,3,1
1,6,21,1,-1
1,14,11,7,1
2,3,30,5,-1
2,4,21,4,-1
1,15,38,4,1
1,4,38,4,-1
2,3,158,3,-1
2,3,38,3,-1
2,15,168,4,-1
2,16,141,2,1
1,5,21,4,1
1,12,45,7,-1
2,11,168,3,-1
1,9,26,3,-1
1,13,165,1,-1
2,16,26,0,-1
1,8,14,1,-1
1,1,165,1,-1
2,5,153,3,1
1,7,36,1,-1
1,7,36,2,-1
2,6,51,4,-1
2,0,165,3,1
2,0,36,3,-1
2,12,36,3,-1
1,8,36,6,-1
1,4,36,1,-1
1,1,36,0,-1
1,1,143,4,1
2,11,36,3,-1
2,11,14,1,1
1,1,36,1,-1
2,12,165,5,-1
2,6,30,4,-1
2,7,21,1,-1
1,3,45,6,-1
1,12,158,3,1
1,5,38,3,-1
2,13,38,4,-1
1,6,30,4,-1
2,2,21,5,-1
1,7,38,7,1
1,12,38,3,-1
1,3,45,7,-1
1,1,30,3,-1
2,16,168,1,-1
2,9,158,2,-1
1,4,30,5,-1
1,16,38,1,-1
2,6,38,3,-1
1,5,158,3,-1
2,9,45,7,1
1,16,158,1,-1
2,5,38,4,-1
2,6,38,4,-1
2,2,141,4,-1
1,18,141,3,1
1,0,141,0,1
2,16,168,2,-1
2,14,141,2,1
2,1,21,3,-1
1,16,30,3,1
2,3,38,4,-1
1,12,38,4,-1
2,0,149,4,1
2,3,30,6,1
1,6,30,5,-1
1,10,38,4,-1
1,4,38,5,-1
2,8,21,3,-1
1,7,21,3,1
1,5,158,4,-1
1,14,45,6,1
1,5,38,4,-1
1,6,158,4,-1
2,1,149,3,-1
2,7,51,4,-1
1,12,143,0,1
2,11,165,6,-1
2,8,26,5,1
1,9,26,4,1
1,4,26,1,-1
2,1,143,1,-1
1,1,36,2,-1
1,14,26,2,1
1,1,26,0,-1
2,17,26,1,-1
2,6,153,1,-1
2,9,26,2,-1
1,10,36,2,-1
1,11,165,2,-1
2,12,128,2,1
1,1,36,3,-1
1,15,165,1,-1
1,5,153,3,-1
1,15,14,0,-1
1,5,143,1,-1
2,8,165,1,-1
2,18,165,2,-1
2,15,128,1,-1
2,5,51,4,1
1,15,143,0,-1
1,8,51,6,1
2,14,165,3,-1
1,13,165,2,-1
1,10,153,0,-1
1,7,36,3,-1
2,18,128,0,-1
2,5,165,2,-1
1,16,165,0,-1
1,12,36,3,-1
1,2,51,1,-1
1,4,153,0,-1
2,4,36,1,-1
2,12,165,6,-1
1,17,143,2,1
2,14,128,3,1
1,4,51,4,1
1,15,143,1,1
1,18,36,1,-1
2,0,153,1,-1
1,13,153,1,1
2,8,165,2,-1
1,14,14,4,1
1,14,128,1,-1
2,6,153,2,-1
1,15,14,1,-1
1,16,128,0,-1
2,15,14,2,-1
2,17,165,2,-1
2,6,165,5,1
1,10,36,3,-1
2,2,153,1,-1
2,6,51,5,1
2,12,143,0,1
2,18,14,0,-1
1,9,14,1,-1
1,8,26,1,-1
2,1,153,3,-1
1,7,36,4,-1
2,1,51,2,-1
1,0,14,1,1
1,-1,135,4,-1
1,-1,135,5,-1
2,-1,135,0,1
2,17,165,3,-1
2,11,165,7,1
1,16,26,0,-1
2,2,14,1,-1
1,0,128,2,1
1,12,51,1,-1
1,11,51,3,-1
2,15,51,4,-1
2,18,51,3,-1
2,7,51,5,1
1,11,128,2,-1
2,18,51,4,-1
1,7,36,5,-1
2,0,153,2,-1
1,7,51,1,-1
2,16,128,2,-1
1,12,36,4,-1
1,1,36,4,-1
1,10,153,1,-1
2,16,128,3,-1
1,3,51,3,-1
2,15,14,3,1
2,9,26,3,-1
2,8,128,1,1
1,10,51,2,-1
2,14,51,4,-1
2,17,51,4,-1
1,6,36,1,-1
1,8,14,2,1
2,0,153,3,-1
2,0,143,3,-1
2,8,36,1,-1
2,17,128,4,1
2,6,26,3,-1
1,13,14,1,-1
2,2,165,3,-1
1,18,165,1,-1
1,17,128,2,-1
2,10,14,1,1
1,12,51,2,-1
2,1,128,2,1
1,5,51,4,-1
2,15,51,5,-1
2,18,51,5,1
1,9,36,5,-1
1,5,36,5,-1
1,1,51,2,-1
1,16,26,1,1
1,8,153,3,1
2,15,36,1,-1
1,17,128,3,-1
1,13,14,2,-1
1,3,26,1,-1
1,17,26,0,-1
2,0,26,1,-1
2,13,26,3,1
2,0,153,4,-1
2,18,14,1,-1
2,2,51,2,-1
1,12,128,1,-1
2,8,51,1,-1
1,9,128,0,-1
2,18,153,1,1
2,18,128,1,-1
1,11,14,3,1
1,17,128,4,1
1,3,51,4,1
2,13,128,3,1
1,13,51,6,-1
1,17,165,5,-1
2,4,51,1,-1
2,18,128,2,-1
1,13,14,3,-1
1,12,51,3,-1
2,17,165,4,-1
1,7,26,1,-1
2,8,36,2,-1
1,8,26,2,-1
1,2,26,5,-1
2,13,51,3,-1
1,7,51,2,-1
1,14,143,1,1
2,6,135,1,-1
1,1,51,3,1
1,16,128,1,-1
1,0,26,0,-1
2,6,143,1,1
1,18,165,2,-1
2,11,36,4,-1
2,4,26,0,-1
2,15,128,2,-1
1,12,128,2,1
1,8,36,7,1
1,4,36,2,-1
2,11,51,6,-1
2,12,36,4,-1
1,4,36,3,-1
1,7,153,3,-1
1,16,165,1,-1
1,13,26,2,-1
2,18,165,3,-1
2,9,153,0,-1
2,19,45,1,-1
2,19,45,2,-1
2,19,45,3,-1
2,19,45,4,-1
2,19,45,5,-1
1,13,51,7,1
2,14,36,3,-1
2,18,14,2,-1
2,7,153,3,1
2,15,165,1,-1
1,14,165,2,-1
2,8,36,3,-1
2,8,36,4,-1
2,15,51,6,1
2,1,128,2,-1
2,18,165,4,1
2,18,143,1,-1
1,14,36,2,-1
2,16,143,2,1
1,18,51,0,-1
2,11,36,5,-1
2,15,128,3,1
1,7,51,3,-1
2,10,51,5,-1
2,3,153,1,-1
2,9,36,1,-1
1,4,36,4,-1
2,2,36,5,1
2,16,51,6,1
1,7,51,4,-1
1,9,128,1,1
2,11,51,7,1
1,10,36,4,-1
2,5,21,5,1
2,13,45,7,-1
2,15,168,5,-1
2,6,21,4,-1
1,19,135,6,-1
1,8,30,5,-1
2,2,30,3,-1
1,12,11,6,-1
2,18,11,4,-1
2,13,11,5,1
2,12,168,0,-1
2,2,21,6,1
1,5,158,5,-1
1,5,158,6,1
1,0,21,1,-1
2,16,38,4,1
1,9,11,5,1
2,7,38,4,-1
2,5,149,3,1
2,8,38,7,1
2,15,168,6,1
1,1,30,4,-1
2,7,38,5,-1
2,2,158,5,-1
2,7,30,2,-1
2,12,38,5,-1
1,8,11,5,1
